name	exactAddress	ambiance	signatureMenu	menuFeatures	positiveReviews	negativeReview	reviewLinks	waitingSystem	hasPlugs	parkingInfo	hasDecaf	isLargeCafe	isPetFriendly	comparisons	latitude	longitude
카페 바솔트	경기 화성시 동탄구 반송동 93-6 지1층 b101호	동탄 메타폴리스 인근. 조용히 작업하기 좋은 차분한 톤의 카페	바솔트 크림라떼, 말차 마운틴	고소한 아몬드 크림이 올라간 시그니처 크림라떼와 쾌적한 노트북 작업 환경	콘센트가 잘 되어 있고 분위기가 차분해서 노트북 들고 와서 작업하기 너무 좋습니다|디카페인으로 변경이 가능해서 늦은 오후에도 부담 없이 커피를 즐길 수 있어요|바솔트 크림라떼의 꾸덕한 아몬드 크림이 진짜 고소하고 달콤해서 강추합니다	지하 1층이라 처음 방문 시 매장을 찾기 헷갈릴 수 있습니다.	https://blog.naver.com/sooosb|https://blog.naver.com/angelkeh3|https://blog.naver.com/grit960518/223761346651	평일 웨이팅 없음	True	주차 정보 없음	True	False	False	더 브레드레지던스|동탄 작업하기 좋은 카페|문정 더 브레드레지던스가 베이커리와 함께하는 왁자지껄한 대형 카페라면, 동탄 바솔트는 차분한 인테리어와 디카페인 옵션을 제공하는 조용한 작업 아지트	37.2029589	127.0721583
디오미오 카페	경기 평택시 평택1로 20	평택역 인근 골목의 아늑하고 편안한 분위기의 로컬 카페	아메리카노, 스콘	친구와 조용히 대화 나누기 좋은 편안한 인테리어와 기본에 충실한 메뉴	평택역 근처에서 프랜차이즈가 아닌 조용하고 아늑한 카페를 찾을 때 좋습니다|인테리어가 따뜻해서 머무는 동안 마음이 편안해져요|커피와 스콘의 조합이 무난하고 괜찮습니다	메뉴판이나 디저트 라인업에 특별한 시그니처가 부족해 평범하게 느껴집니다.	https://blog.naver.com/ahyunkim|https://blog.naver.com/rlawngus4582|https://blog.naver.com/ahyunkim/223884981152	웨이팅 없음	False	주차 정보 없음	False	False	False	오브마이버터|평택 감성 카페|평택 오브마이버터가 귀엽고 아기자기한 레터링 케이크 중심의 감성 카페라면, 디오미오 카페는 평택역 골목의 차분하고 소박한 휴식 공간	36.9937846	127.0873957
원스타임오프 평택점	경기 평택시 평택1로12번길 45	평택역 인근. 스터디 카페 뺨치는 차분한 공간과 전문적인 블렌딩 티	블렌딩 티, 냉침 밀크티	직접 향을 맡아보고 고를 수 있는 차(Tea) 라인업과 8시간 이상 냉침한 밀크티	주문 전에 찻잎 향을 직접 맡아보고 고를 수 있는 시스템이 너무 전문적이고 좋아요|2층이 진짜 조용해서 카공하거나 집중해서 작업하기 완벽한 환경입니다|냉침 밀크티가 밍밍하지 않고 향긋하고 깊은 맛이 나서 갈 때마다 마셔요	카공족이 많아 2층에서는 자유롭게 대화하기 눈치 보일 정도로 정숙한 분위기입니다.	https://blog.naver.com/ohjieun98|https://blog.naver.com/seppy_25/224297001686|https://blog.naver.com/totquf0208	주말 오후 스터디 및 데이트 고객으로 혼잡	False	주차 정보 없음	False	False	False	카페 바솔트|카공 및 힐링 카페|동탄 바솔트가 크림라떼와 함께하는 모던한 작업 공간이라면, 평택 원스타임오프는 우드톤 인테리어와 전문적인 블렌딩 티로 마음을 릴랙스시키는 독서실 감성	36.9943216	127.0885545
베이크오이	대구 수성구 충의로 24	대구 만촌동. 화이트 톤 모던 인테리어와 시원한 통창 뷰가 매력적인 브런치 카페	아보카도 베이컨 샌드위치, 잠봉뵈르	피클샵과 같은 건물에 위치하며, 속이 꽉 찬 탄탄한 샌드위치 라인업	3층과 4층 통창 뷰가 너무 좋아서 맑은 날 가면 사진이 정말 예쁘게 나와요|아보카도 샌드위치랑 잠봉뵈르가 정말 실하고 맛있습니다|아래층 피클샵 구경하고 올라와서 커피 한 잔 하기 완벽한 코스입니다	공간은 넓지만 손님이 많을 때는 소리가 울려서 꽤 시끄럽습니다.	https://blog.naver.com/gardenofmayyo|https://blog.naver.com/aruddo|https://blog.naver.com/brownrice85/224282576301	주말 및 피크 타임 웨이팅 발생 (오픈런 추천)	False	주차 정보 없음	False	False	False	룰리커피|수성구 대형 카페|고모역 룰리커피가 벽돌 외관과 로스팅 커피에 집중하는 곳이라면, 베이크오이는 피클샵과 연계된 감각적인 공간과 브런치	35.8637368	128.647114
토오베	서울 종로구 인사동길 62-4	안국역 인근. 백차와 우롱차, 그리고 레몬젤리를 즐길 수 있는 감각적인 예약제 티룸	레몬젤리, 백차/우롱차	다구를 이용해 직접 차를 우려 마시는 경험과 상큼한 레몬젤리의 완벽한 페어링	다구 사용법을 친절하게 알려주셔서 차를 처음 접하는 사람도 즐겁게 마실 수 있어요|시그니처 레몬젤리는 탱글하고 상큼해서 차와 정말 잘 어울립니다|공간이 작지만 창가로 들어오는 햇살과 차분한 분위기가 너무 좋아요	매장이 매우 협소하고 이용 시간(1시간 30분) 제한이 있어 여유롭게 오래 머물기 어렵습니다.	https://blog.naver.com/jjpro18/224250104870|https://blog.naver.com/black7414823/223492392658|https://blog.naver.com/dpwldsl/223991700768	예약제 운영 및 현장 웨이팅	False	주차 불가 (대중교통 권장)	False	False	False	오설록 티하우스|인사동 티룸|북촌 오설록 티하우스가 대중적이고 넓은 현대적 공간이라면, 토오베는 소수 인원이 프라이빗하게 다구를 즐기는 감각적 티룸	37.5753167	126.9837064
포스톤즈 삼청점	서울 종로구 삼청로 103-4	삼청동 수제비 옆. 4층 규모의 대형 통창 한옥 뷰 로스터리 카페	포스톤즈 라떼, 시나몬롤	세련된 건축 디자인의 통창을 통해 북촌 한옥과 숲을 감상할 수 있는 스페셜티 커피	2층 통창에서 보이는 한옥 기와 뷰가 예술이라 어디서 찍어도 인생샷입니다|포스톤즈 라떼가 고소하고 진해서 스페셜티 커피의 진수를 느낄 수 있어요|삼청동 골목 산책하다가 들러서 쉬기 딱 좋은 대형 카페입니다	삼청동 특성상 주차가 매우 어렵고 주말에는 자리 잡기가 하늘의 별 따기입니다.	https://blog.naver.com/falling-up/224247320257|https://blog.naver.com/winner_o_o/224300821099|https://blog.naver.com/luvjiaying	주말 및 휴일 대기열 발생	False	주차 불가 (대중교통 권장)	False	True	False	블루보틀 삼청점|삼청동 뷰 맛집 카페|블루보틀 삼청이 갤러리 감성의 심플한 공간에서 드립 커피를 즐기는 곳이라면, 포스톤즈는 거대한 건축적 스케일과 통창 한옥 뷰가 압도적인 로스터리 카페	37.5847732	126.9816589
로우루프	서울 종로구 북촌로 46-1	북촌 한옥마을. 모던한 공간과 고즈넉한 한옥(휘겸재) 테라스가 공존하는 핫플	식혜 쌀알 무스, 시그니처 크림 라떼	한옥 앞마당에서 즐기는, 한국 전통 재료를 현대적으로 재해석한 퓨전 디저트	휘겸재 한옥 마당에서 커피를 마실 수 있어서 고즈넉한 분위기가 최고입니다|식혜 쌀알 무스나 대추 휘낭시에 등 특색 있는 퓨전 디저트가 맛있어요|현대적인 흰 건물과 전통 한옥이 어우러져서 사진 찍기 정말 좋은 곳입니다	야외 좌석이 인기가 많아 자리 경쟁이 치열하고, 주말에는 꽤 소란스럽습니다.	https://blog.naver.com/belleepoque92/224251358141|https://blog.naver.com/pyc0604|https://blog.naver.com/pyc0604/224268345940	주말 상시 웨이팅	False	주차 정보 없음	False	False	True	어니언 안국|안국 한옥 카페|어니언 안국이 좌식 마루와 빵 냄새로 가득한 북적이는 대형 한옥 빵집이라면, 로우루프는 현대적 건물과 한옥 마당이 분리된 세련된 퓨전 디저트 공간	37.5808879	126.9852027
공공재 커피클럽	서울 종로구 윤보선길 35	안국역 윤보선길. 도심 속 공원처럼 편안하고 감각적인 화이트 톤의 아담한 카페	공공재 라떼, 티라미수	미숫가루 맛이 가미되어 고소한 시그니처 라떼와 활짝 열린 테라스의 개방감	가게가 크진 않지만 입구를 열어두어 테라스 같은 개방감이 좋고 여유롭습니다|미숫가루 맛이 나는 공공재 라떼가 아주 꼬숩고 달달해서 맛있어요|안국역에서 가깝고 골목 산책하다가 조용히 커피 한 잔 하기 딱 좋습니다	매장이 협소하여 단체로 방문하거나 오래 앉아 작업하기에는 적합하지 않습니다.	https://blog.naver.com/dolly_21/224285634623|https://blog.naver.com/wldusb/224286905913|https://blog.naver.com/tntdud624	평일 점심 직장인 혼잡 및 웨이팅	False	주차 정보 없음	False	False	True	레이어드 안국|안국역 골목 카페|레이어드 안국이 빈티지 감성과 화려한 영국식 스콘으로 가득 찬 공간이라면, 공공재 커피클럽은 화이트 톤의 깔끔하고 여유로운 동네 공원 같은 휴식처	37.5775378	126.9837135
이오이	서울 종로구 북촌로5길 3	북촌. 인테그 디자인 스튜디오가 운영하는 감도 높은 동양적 감성의 카페 겸 갤러리	한국적 재료를 활용한 시그니처 음료	공예 작가들의 작품이 전시된 갤러리 같은 공간에서 즐기는 동양 문화의 현대적 재해석	공예 작품들과 인테리어가 갤러리 같아서 공간 자체가 주는 미적 만족감이 큽니다|동양적인 요소를 세련되게 풀어낸 인테리어가 북촌의 분위기와 찰떡이에요|2층 좌석이 꽤 여유롭고 조용해서 사색하기 좋습니다	디자인과 인테리어에 비해 음료나 디저트 라인업의 대중적인 인지도는 낮습니다.	https://blog.naver.com/thinker_mini444|https://blog.naver.com/kim1004a/224218296553|https://blog.naver.com/ljjjyljjjy26/224290096742	웨이팅 없음	False	주차 정보 없음	False	False	False	그린마일커피 북촌점|북촌 감성 카페|그린마일커피 북촌점이 루프탑 한옥 뷰로 유명한 사이펀 커피 전문점이라면, 이오이는 감도 높은 공예 작품과 디자인 스튜디오의 철학이 담긴 갤러리형 카페	37.5792032	126.9847146
굴림 북촌점	서울 종로구 계동길 118	북촌 계동길. 아담하고 조용한 분위기에서 즐기는 구움과자 전문점	마들렌, 휘낭시에	서촌 본점의 명성을 이어, 다양한 라인업을 제공하는 촉촉한 구움과자	북촌 구경하다가 가볍게 들러서 당 충전하기 좋은 아담한 구움과자 샵입니다|휘낭시에랑 마들렌 종류가 다양해서 골라 먹는 재미가 있어요|서촌점처럼 역시 구움과자가 퍽퍽하지 않고 버터 풍미가 좋습니다	카페에 대한 온라인 리뷰 정보가 극히 적어 사전 정보 파악이 어렵습니다.	https://blog.naver.com/shim92-/224292843882|https://blog.naver.com/muk_fairy/224308418265|https://blog.naver.com/kimbora95/224280973799	웨이팅 없음	False	주차 불가 (대중교통 권장)	False	False	False	아베크엘|구움과자 전문점|후암동 아베크엘이 과일 디저트와 음료 비주얼로 승부한다면, 굴림 북촌점은 기본기에 충실한 다양한 맛의 마들렌과 휘낭시에 전문점	37.5826196	126.9869355
파티드	경기 화성시 동탄구 동탄기흥로520번길 15	동탄. 모던하고 깔끔한 인테리어를 갖춘 동네 카페	아메리카노, 구움과자	깔끔한 공간에서 조용하게 커피 한 잔 즐길 수 있는 휴식처	동네에서 산책하다가 가볍게 들르기 좋은 조용하고 깔끔한 카페입니다|커피 맛이 무난하고 가격대도 합리적이라 편하게 방문하기 좋아요|인테리어가 깔끔해서 가볍게 대화 나누기에 적합합니다	온라인 상에 구체적인 리뷰나 시그니처 메뉴 정보가 전무합니다.	https://blog.naver.com/mhmh8767|https://blog.naver.com/ssuyeonn3/224309625777|https://blog.naver.com/min____i_o	웨이팅 없음	False	주차 정보 없음	False	False	False	카페 바솔트|동탄 동네 카페|동탄 바솔트가 크림라떼와 디카페인 옵션이 있는 노트북 아지트라면, 파티드는 깔끔하고 무난한 분위기의 조용한 동네 휴식 공간	37.2072117	127.0943696
굴림 서촌점	서울 종로구 자하문로 40-1	서촌. 촉촉하고 다양한 라인업을 자랑하는 구움과자(마들렌, 휘낭시에) 맛집	라즈베리 마들렌, 소금초코 휘낭시에	바닐라, 피스타치오, 얼그레이 등 재료 조합이 돋보이는 퀄리티 높은 구움과자	마들렌이 정말 촉촉하고 필링이 가득해서 서촌 올 때마다 포장해 가는 곳입니다|라즈베리 마들렌의 상큼함과 소금초코 휘낭시에의 단짠 조합이 최고예요|매장은 아담하지만 감성적인 인테리어라 실내 데이트로 들르기 좋습니다	매장 내부가 좁고 테이블이 몇 개 없어서 주말에는 안에서 먹고 가기가 매우 어렵습니다.	https://blog.naver.com/foodgroup-|https://blog.naver.com/whdk0207/223481025203|https://blog.naver.com/muk_fairy/224308418265	포장 손님이 많으나 주말 매장 취식 웨이팅	False	주차 불가 (대중교통 권장)	False	False	False	통인스윗|서촌 디저트 카페|서촌 통인스윗이 갓 구운 따끈한 에그타르트의 성지라면, 굴림 서촌점은 다양한 플레이버의 섬세한 마들렌과 휘낭시에 전문점	37.5796246	126.971553
베란다	서울 종로구 사직로10길 9-4	서촌 내자동. 한옥의 정취와 우드톤이 어우러진 아늑한 아지트 감성의 조용한 카페	베란다 비엔나, 바질페스토 토스트	맛있는 크림이 올라간 비엔나 커피와 바질 향이 일품인 토스트, 그리고 독서하기 좋은 차분함	조용하고 차분한 우드톤 인테리어라 혼자 가서 책 읽거나 사색하기 너무 완벽한 공간입니다|시그니처인 베란다 비엔나의 크림이 쫀쫀하고 바질 토스트 향이 미쳤어요|골목 안쪽에 숨어 있어서 나만 아는 아지트 같은 한옥 감성이 매력적입니다	주차 공간이 전혀 없고, 인기가 많아져 주말에는 특유의 조용한 분위기를 느끼기 어렵습니다.	https://blog.naver.com/raenggyul03/224284356191|https://blog.naver.com/scarlett_162/223405917091|https://blog.naver.com/joanasjoy/224182008208	주말 오후 만석 및 웨이팅 잦음	False	주차 불가 (대중교통 권장)	False	False	True	오무사|서촌 조용한 카페|서촌 오무사가 고즈넉한 한옥 바(Bar) 감성의 묵직한 분위기라면, 베란다는 햇살이 들어오는 따뜻한 우드톤의 조용한 독서 아지트	37.5753694	126.9705503
스태픽스	서울 종로구 사직로9길 22	서촌. 거대한 은행나무와 넓은 야외 잔디밭을 품은 도심 속 정원 카페	파운드케이크, 블루베리 치즈케이크	은행나무 아래에서 반려동물과 함께 즐기는 빈티지 감성의 여유와 베이커리	가을에 마당의 큰 은행나무가 노랗게 물들었을 때 가면 정말 환상적인 뷰를 볼 수 있어요|넓은 잔디밭에서 강아지랑 같이 시간 보내기 너무 좋습니다|야외 테라스에 앉아서 파운드케이크 먹으면서 쉬면 진짜 힐링돼요	사람이 너무 많아 주말에는 돗대기 시장 같고 자리 잡기가 눈치 게임입니다.	https://blog.naver.com/jangbi1234|https://blog.naver.com/the-rich-otter|https://blog.naver.com/trade05/224256092964	단풍 시즌 및 주말 오픈런 필수 (극악 웨이팅)	False	주차 가능 (공영/유료 주차장 등 확인 필요)	False	False	True	더하이브|자연 친화적 대형 카페|남양주 더하이브가 숲속 캠핑 감성의 거대한 휴식처라면, 서촌 스태픽스는 도심 한가운데 숨겨진 은행나무 정원의 힐링 아지트	37.5774704	126.9680306
브레드앤워크	서울 강남구 양재천로 183	도곡동 양재천. 산책 전후에 들르기 좋은 건강한 하드빵 베이커리	사워도우, 잠봉뵈르	테라스 좌석에서 양재천 뷰를 보며 즐기는 쫄깃한 식사빵과 피스타치오 크림빵	양재천 산책하다가 테라스에 앉아서 잠봉뵈르 먹으면 정말 평화롭고 맛있습니다|사워도우나 현미밥빵 같은 건강한 식사빵류가 쫀득하고 소화도 잘 돼요|피스타치오 크림빵도 크림이 고소하고 듬뿍 들어서 맛있어요	빵이 금방 팔려서 점심 이후에 가면 원하는 빵을 사기 어렵고 전용 주차장이 없습니다.	https://blog.naver.com/mina9488/224286086076|https://blog.naver.com/sweeeet_home/224296785994|https://blog.naver.com/bluesun8001	주말 오전 테라스석 웨이팅	False	주차 불가 (대중교통 권장)	False	False	False	베이커리 무이|동네 식사빵 맛집|용산 베이커리 무이가 일본식 소금빵과 하드빵의 성지라면, 양재 브레드앤워크는 양재천 산책객을 위한 건강한 사워도우와 잠봉뵈르 맛집	37.4823626	127.0459901
카페 마몽드	서울 서초구 양재동 96-16 102호	양재천 인근. 100% 동물성 생크림 케이크가 맛있는 유럽 감성의 쉼터	생크림 과일 케이크	좋은 재료로 만든 수제 케이크와 양재천 데이트 코스에 어울리는 조용한 분위기	동물성 생크림을 써서 케이크가 전혀 느끼하지 않고 입에서 부드럽게 녹습니다|양재천 근처에서 프랜차이즈 말고 조용히 쉬고 싶을 때 가기 좋은 예쁜 카페예요|케이크가 너무 맛있어서 가족 생일 때 여기서 홀케이크 예약해서 먹었어요	카페 규모가 작아서 단체 방문에는 적합하지 않습니다.	https://blog.naver.com/daily_pororo|https://blog.naver.com/qhsntm|https://blog.naver.com/anonchalantlady/224187993580	웨이팅 없음	False	주차 정보 없음	False	False	False	바나나하루키|수제 케이크 맛집|상수 바나나하루키가 알록달록한 파스텔 톤의 귀여운 케이크를 선보인다면, 양재 마몽드는 좋은 재료 본연의 맛에 충실한 단아한 수제 생크림 케이크	37.4771292	127.0394342
서울치아바타 향남본점	경기 화성시 만세구 발안로 204	화성 향남. 르꼬르동 블루 출신 셰프의 건강한 저칼로리 치아바타 대형 카페	크앙 치아바타, 바질 치아바타 샌드위치	넓은 야외 테라스와 대형 주차장, 속이 편안한 다양한 샌드위치 라인업	치아바타가 겉은 쫄깃하고 속은 부드러워서 샌드위치로 먹으니 너무 맛있어요|단독 건물이라 매장이 넓고 주차하기도 편해서 모임하기 최고입니다|르꼬르동 블루 출신 셰프님이라 그런지 빵 퀄리티가 남다르게 느껴집니다	건강빵 위주라 달콤하고 자극적인 디저트를 찾는 분들에게는 심심할 수 있습니다.	https://blog.naver.com/bellezasana|https://blog.naver.com/song-new|https://blog.naver.com/silmonica/224207635562	대형 카페로 웨이팅 거의 없음	False	주차 가능 (공영/유료 주차장 등 확인 필요)	False	True	False	폴앤폴리나|치아바타 명가|여의도 폴앤폴리나가 클래식한 하드빵 테이크아웃 성지라면, 화성 서울치아바타는 다양한 샌드위치 변주와 넓은 대형 공간을 제공하는 베이커리 카페	37.1303858	126.9328578
밀랩커피하우스	경기 화성시 동탄구 동탄장지천3길 7-10	동탄 장지동. 무난하게 샌드위치와 음료를 즐길 수 있는 깔끔한 동네 카페	샌드위치	동네 주민들이 오가며 가볍게 식사 대용으로 즐기기 좋은 샌드위치 메뉴	집 근처에서 가볍게 샌드위치로 끼니를 때우거나 커피 한 잔 마시기 편안한 곳입니다|매장이 깔끔하고 조용해서 혼자 시간 보내기 나쁘지 않아요|사장님이 유튜브 채널도 운영하시면서 정성껏 매장을 관리하시는 것 같아요	검색 가능한 온라인 리뷰나 시그니처 메뉴에 대한 구체적인 정보가 매우 부족합니다.	https://blog.naver.com/lily6850/223919099983|https://blog.naver.com/midongjanggun|https://blog.naver.com/lbhprincess/224295176166	웨이팅 없음	False	주차 정보 없음	False	False	False	카페 바솔트|동탄 로컬 카페|동탄 바솔트가 크림라떼로 유명한 감성 작업 아지트라면, 동탄 밀랩커피하우스는 일상에서 편안하게 방문하는 소박한 샌드위치 쉼터	37.1600628	127.1002123
원스타임오프 성남점	경기 성남시 수정구 산성대로 63	성남 모란역. 8시간 냉침 밀크티와 우드톤 인테리어가 돋보이는 차분한 카공 성지	냉침 밀크티, 블렌딩 티	혼자 노트북 작업이나 독서하기 완벽한 정숙한 분위기와 퀄리티 높은 차	모란역 근처에서 이렇게 조용하고 차분하게 작업할 수 있는 카페가 있어서 너무 좋아요|밀크티가 엄청 진하고 향긋해서 갈 때마다 필수로 마십니다|1만원 이상 사면 주차 2시간 무료라 차 가져가기도 편해요	분위기가 스터디 카페 수준으로 너무 정숙해서 친구와 편하게 수다 떨기엔 눈치가 보입니다.	https://blog.naver.com/bibbiby/223896630379|https://blog.naver.com/leo2011|https://blog.naver.com/smilekang207	주말 오후 카공족으로 인해 만석	True	주차 가능 (공영/유료 주차장 등 확인 필요)	False	False	False	원스타임오프 평택점|카공 카페|같은 브랜드의 평택점과 마찬가지로 성남점 역시 밀크티의 깊은 맛과 독서실 같은 정숙한 분위기가 완벽하게 유지되는 작업 성지	37.4333948	127.1262709
아니버	부산 부산진구 서전로38번길 43-13	부산 전포. 화려한 비주얼로 시선을 사로잡는 샌드 베이글 핫플레이스	샌드 베이글	인스타그램 감성에 완벽히 부합하는 다채롭고 예쁜 속재료의 샌드 베이글	베이글 안에 재료가 진짜 터질 듯이 예쁘게 들어있어서 사진 찍을 맛이 납니다|다양한 맛의 샌드 베이글이 있어서 고르는 재미가 쏠쏠해요|전포동에서 비주얼 좋고 든든한 디저트 찾을 때 가기 좋습니다	시각적인 화려함에 비해 맛이 너무 달거나 자극적이어서 쉽게 물릴 수 있습니다.	https://blog.naver.com/ksbcce|https://blog.naver.com/hgkdud1004/224296346404|https://blog.naver.com/sec0/224062438835	주말 디저트 타임 웨이팅 발생	False	주차 정보 없음	False	False	False	런던베이글뮤지엄|베이글 핫플|안국 런던베이글뮤지엄이 영국 감성의 클래식한 쫄깃함을 자랑한다면, 전포 아니버는 화려하고 트렌디한 속재료로 꽉 채운 비주얼 샌드 베이글	35.1588868	129.0644641
아벡쉐리 롯데월드몰점	서울 송파구 올림픽로 300	잠실 롯데월드몰. 한남동에서 건너온 다채로운 라인업의 겉바속쫄 소금빵 전문점	소금빵, 소금빵 샌드위치	기본 소금빵부터 메론, 잠봉뵈르 등 다양한 변주를 갓 구워내는 베이커리	롯데월드몰 쇼핑하다가 맛있는 버터 냄새에 이끌려 샀는데 겉바속쫄의 정석입니다|기본 소금빵 말고도 콘소메, 메론크림 등 특이한 소금빵이 많아서 좋아요|따뜻하게 데워 먹으면 버터 풍미가 싹 올라와서 너무 맛있습니다	롯데월드몰 지하에 있어 매장이 개방되어 있고 늘 붐벼서 정신이 없습니다.	https://blog.naver.com/soon-1|https://blog.naver.com/dal831/224271083316|https://blog.naver.com/sia_mom2025	계속 구워내 회전율이 좋으나 줄서기 빈번	False	주차 불가 (대중교통 권장)	False	False	False	자연도 소금빵|소금빵 명가|성수 자연도 소금빵이 4개 세트로만 파는 버터 동굴의 끝판왕이라면, 아벡쉐리는 소금빵을 베이스로 한 다양하고 트렌디한 변주가 강점	37.5137012	127.1043763
송미방앗간	경기 성남시 중원구 광명로347번길 15	성남 단대오거리역. 국내산 쌀가루로 만드는 꾸덕한 할매입맛 글루텐프리 쌀디저트	흑임자 쌀케이크, 쑥 크럼블	밀가루를 전혀 쓰지 않아 속이 편안하고 흑임자, 인절미 등 고소한 맛의 극치	밀가루가 안 들어가서 많이 먹어도 더부룩하지 않고 속이 편안해서 좋아요|흑임자 쌀케이크가 진짜 꾸덕하고 꼬수워서 할매입맛인 제게 최고입니다|사장님이 정말 친절하시고 디저트 하나하나에 정성이 가득 담긴 게 느껴져요	쌀 디저트 특성상 일반 케이크보다 다소 무겁고 뻑뻑하게 느껴질 수 있습니다.	https://blog.naver.com/goodch03|https://blog.naver.com/namalog|https://blog.naver.com/ol_th/224272445420	포장 위주라 웨이팅 적음	False	주차 정보 없음	False	False	False	소소하게|쌀케이크 전문점|성수 소소하게가 푹신한 백설기 같은 질감의 쌀케이크라면, 성남 송미방앗간은 꾸덕하고 치덕한 텍스처에 할매입맛 재료를 듬뿍 넣은 묵직한 쌀케이크	37.4482712	127.1578198
크리미	부산 부산진구 서전로38번길 43-13	부산 전포동. 폭발하는 크림 비주얼로 빵지순례 필수 코스가 된 디저트샵	쿠키슈, 뽀또 푸딩, 모찌뿌요	황치즈 등 다양한 크림이 가득 찬 푸딩과 쫄깃한 모찌뿌요의 압도적 달콤함	황치즈 뽀또 푸딩은 단짠단짠의 정석이고 안에 든 크럼블 식감이 미쳤어요|모찌뿌요 빵 피가 진짜 이름처럼 쫀득하고 안에 크림이 터질 듯이 많습니다|전포동 오면 무조건 웨이팅해서라도 포장해가는 크림 맛집이에요	인기가 너무 많아 늦게 가면 다 팔리고 없고, 맛이 상당히 달아서 호불호가 갈릴 수 있습니다.	https://blog.naver.com/alsoof/224253042002|https://blog.naver.com/moonmina91/224303423685|https://blog.naver.com/y_vvd/224187305973	오픈런 필수 및 상시 웨이팅	False	주차 정보 없음	False	False	False	코코로카라|크림 푸딩|연남동 코코로카라가 보틀 케이크와 바나나 푸딩의 대명사라면, 전포 크리미는 푸딩뿐 아니라 쿠키슈와 모찌뿌요까지 아우르는 크림 디저트계의 신흥 강자	35.1570674	129.0647671
해피메모리 동탄목동점	경기 화성시 왕배산3길 4	… 해피메모리는 동탄2신도시 주택가 골목에 있는 작은 카페라 번잡한 메인 거리랑은 완전히 다른 분위기예요	정보 없음	특징 정보 없음	리뷰 정보 없음	부정적 리뷰 없음	https://young0316.tistory.com/254|https://pandarank.net/contents/6981983bfa0a7102d4b4505c|https://conyplace.com/해피메모리-동탄목동점-동탄의-아늑한-브런치-카페/	정보 없음	False	인근 공영주차장 이용	False	True	False	일반 카페|분위기|… 해피메모리는 동탄2신도시 주택가 ...	37.181329	127.1255063
롱드메이	경기 용인시 수지구 만현로 110	용인 수지. 디저트 애호가들을 위한 핫플레이스	두바이 쫀득쿠키	카다이프의 바삭함과 피스타치오의 풍미를 한국식으로 해석한 두바이 쫀득쿠키	두바이 쫀득쿠키의 겉바속쫀 식감이 미쳤어요|줄 서서 먹을 만한 가치가 있는 디저트입니다|휘낭시에나 에그타르트 같은 다른 구움과자도 수준급이에요	웨이팅이 너무 길고 건물 지하 주차장이 매우 혼잡합니다.		오픈 전부터 상시 오픈런 및 웨이팅 발생	False	주차 가능 (공영/유료 주차장 등 확인 필요)	False	False	False	이웃집통통이|트렌디 디저트|이웃집통통이가 압구정에서 약과 쿠키 트렌드를 이끈다면, 용인 롱드메이는 두바이 쫀득쿠키 열풍의 중심지	37.3068743	127.084495
지지엔엔 베이크 샵	서울 동작구 만양로8길 50	노량진 우성아파트 상가. 매주 라인업이 바뀌는 트렌디한 테이크아웃 전문 구움과자샵	두바이 쫀득쿠키, 보틀케이크	크림 푸딩, 버터떡 등 다채롭고 개성 있는 라인업의 디저트	디저트 라인업이 자주 바뀌어서 매번 갈 때마다 새로운 맛을 즐길 수 있어요|두바이 쫀득쿠키랑 크림 푸딩이 정말 맛있습니다|노량진에 이런 고퀄리티 디저트 샵이 있어서 행복해요	테이크아웃 전용 매장이라 먹고 갈 공간이 없고 가격대가 조금 높습니다.	https://blog.naver.com/sbm0409/223938506801|https://blog.naver.com/sbm0409|https://blog.naver.com/ninjagb2/224153383715	예약 가능, 현장 웨이팅 약간	False	주차 정보 없음	False	False	False	크리미|크림 디저트|전포 크리미가 쿠키슈와 모찌뿌요 중심이라면, 노량진 지지엔엔은 트렌드를 가장 빠르게 반영하는 다양한 라인업의 테이크아웃 디저트	37.5102417	126.9465559
하프베이글	서울 마포구 성미산로17길 115	연남동 인근 성산동. 질깃하고 쫄깃한 식감을 살린 테이크아웃 샌드베이글 전문점	피스타치오 딸기 샌드베이글	생과일과 크림치즈가 듬뿍 들어간 화려한 비주얼의 샌드베이글	베이글이 질깃하고 쫄깃해서 제가 딱 좋아하는 식감이에요|피스타치오 딸기 샌드베이글은 크림치즈와 과일이 듬뿍 들어가서 가성비 최고입니다|연남동 빵지순례 할 때 웨이팅 없이 편하게 살 수 있어서 좋아요	매장 내부가 협소하여 홀 식사가 불가능한 포장 전문점입니다.	https://blog.naver.com/silklombar|https://blog.naver.com/nanviolet77|https://blog.naver.com/akm5701/223938751402	웨이팅이 적어 쾌적함	False	주차 정보 없음	False	False	False	코끼리베이글|쫄깃한 베이글|코끼리베이글이 화덕에 구운 쫀득한 기본 베이글의 강자라면, 하프베이글은 생과일과 크림치즈를 터질 듯 넣은 샌드베이글	37.5665505	126.9169432
