name	exact_address	store_features	signature_menu	menu_features	sold_out_info	waiting_system	has_dine_in	positive_reviews	negative_review	review_links	comparisons	latitude	longitude
솔트앤멜로우 동탄직영점	경기 화성시 동탄대로시범길 146	프리미엄 생식빵과 소금빵을 전문으로 하며, 빵 나오는 시간에 맞춰 갓 구운 빵을 제공하는 베이커리	프리미엄 생식빵, 소금빵	부드럽고 쫄깃한 결이 살아있는 식빵과 버터 풍미 가득한 소금빵 베이스	빵 나오는 시간에 맞춰 빠르게 소진됨	포장 위주 매장	false	갓 구워 나온 식빵의 쫄깃함이 남다릅니다|소금빵 겉바속촉 밸런스가 뛰어나요|빵 나오는 시간이 정해져 있어 신선한 빵을 먹을 수 있어 좋습니다	인기가 많아 빵 나오는 시간에 맞추지 않으면 원하는 빵을 구하기 어렵습니다.	https://blog.naver.com/angrypoop|https://blog.naver.com/so_zer0/224140060489|https://blog.naver.com/mukkchung	밀도|생식빵|밀도가 전국구 백화점 입점을 통한 큐브 식빵의 대명사라면, 솔트앤멜로우는 동탄 지역 주민들의 갓 구운 생식빵과 소금빵 로컬 맛집	37.2003439	127.1131432
블랑제리 드 빌라주	경기 성남시 분당구 중앙공원로40번길 4	내 집 앞에서 만나는 프랑스 빵집을 모티브로 한 분당 서현동 베이커리. 천연 발효종 르방을 이용해 장시간 저온 숙성함.	쇼숑 오 시트롱, 바게트	패스츄리류는 바삭하고 고소하며 하드빵은 겉은 단단하고 속은 촉촉한 프랑스식 식감을 완벽히 구현	주말 아침 인기 패스츄리류 빠른 소진	주말 아침 시간대 현장 웨이팅	true	쇼숑 오 시트롱의 상큼함과 패스츄리의 바삭함이 최고예요|바게트가 겉은 질기지 않고 속은 쫄깃해서 식사빵으로 완벽합니다|천연 발효종이라 그런지 먹고 나서 속이 편안해요	매장이 협소하여 빵을 천천히 고르거나 내부에서 취식하기 어렵습니다.	https://blog.naver.com/lemon_gelato|https://blog.naver.com/brightin1558/224246710408|https://blog.naver.com/esther14/224089771163	기욤|프랑스식 빵|기욤이 마카롱과 디저트 위주의 화려한 프랑스식 카페라면, 블랑제리 드 빌라주는 식사빵과 패스츄리에 집중한 정통 동네 빵집	37.3804754	127.1296092
느긋한제빵소	경기 수원시 권선구 세권로 1	수원 권선동의 조용한 골목에 위치한 아담하고 정겨운 동네 빵집	소금빵, 밤식빵	첨가물을 최소화하고 기본에 충실하여 아이들도 안심하고 먹을 수 있는 부드러운 빵	소량 생산으로 늦은 오후 방문 시 메뉴 선택 폭 좁음	웨이팅 없음	false	동네 빵집인데 소금빵 버터 풍미가 대형 카페 못지않아요|아이들 간식으로 믿고 먹일 수 있어서 자주 갑니다|사장님이 친절하시고 빵 가격이 합리적입니다	메뉴 라인업이 고정적이고 트렌디한 신메뉴 출시는 적은 편입니다.	https://blog.naver.com/ansgksrla|https://blog.naver.com/tndus13543/223767373959|https://blog.naver.com/ansgksrla/224290031320	하얀풍차제과점|동네 빵집|하얀풍차제과점이 화이트롤 등 자극적이고 대중적인 빵으로 유명하다면, 느긋한제빵소는 자극적이지 않고 속이 편안한 기본 빵에 집중함	37.260155	127.0063432
다스브로트	경기 화성시 동탄감배산로 143	동탄 여울공원 앞 우드톤 인테리어. 독일에서 공부한 마이스터가 운영하는 정통 독일식 베이커리	100% 호밀빵, 프레첼	독일 정통 방식의 호밀빵과 담백한 깜빠뉴 등 건강한 식사빵 위주	주말 오후 인기 식사빵 매진 가능성 높음	주말 오전 창가석 웨이팅	true	호밀 100% 빵인데도 시큼한 맛이 기분 좋고 속이 아주 편안해요|독일에서 먹던 짭짤하고 쫄깃한 프레첼 맛 그대로입니다|동탄 여울공원 산책하고 브런치 먹기 완벽한 위치예요	호밀빵 특유의 산미에 익숙하지 않은 사람에게는 호불호가 갈릴 수 있습니다.	https://blog.naver.com/pui8150/224256259791|https://blog.naver.com/keylog-in/223695310094|https://blog.naver.com/ooooo2_2/223979417369	악소|독일식 빵|악소가 한남동에서 브룃헨 샌드위치로 유명하다면, 다스브로트는 동탄 여울공원 뷰와 함께 즐기는 100% 호밀빵과 프레첼의 정석	37.1985113	127.0883645
리브인오후	서울 마포구 망원로6길 65	따뜻한 우드톤 인테리어와 아기자기한 소품이 있는 망원동 치즈케이크 전문 디저트 카페	구황작물 치즈케이크, 피스타치오 보틀	쑥, 흑임자 베이스에 밤, 고구마 등 할매 입맛을 저격하는 꾸덕한 이색 치즈케이크	주말 인기 보틀 케이크 오후 조기 매진	망원동 핫플로 주말 피크타임 현장 대기 필수	true	구황작물 치즈케이크가 달지 않고 원물의 맛이 진해서 너무 맛있어요|피스타치오 보틀 케이크는 고소함이 폭발합니다|가게 분위기가 아늑해서 머무는 내내 기분이 좋아요	노키즈존으로 운영되며 주차 공간이 없어 차량 이용 시 매우 불편합니다.	https://blog.naver.com/77ro_diary/224227891072|https://blog.naver.com/doyedy1010/223813255930|https://blog.naver.com/gpdud2486/224004261373	바스크|치즈케이크|바스크가 겉을 태운 스페인식 바스크 치즈케이크의 정석이라면, 리브인오후는 구황작물 등 한국적인 재료를 믹스한 꾸덕한 보틀 치즈케이크 전문	37.5541478	126.9041972
핸즈베이커리	경기 화성시 동탄공원로3길 21	동탄 센트럴파크 인근에 위치한 아기자기하고 귀여운 외관의 동네 빵집	소금빵, 밤식빵	쫄깃하게 찢어지는 식감과 고소한 풍미를 잘 살린 기본 빵들이 주력	인기 식빵류는 늦은 오후 품절	대기 시간 거의 없음	false	소금빵 겉바속촉이 제대로고 버터홀이 살아있어요|빵들이 아기자기하게 생겼는데 맛도 기본 이상입니다|바게트나 건강빵도 쫄깃하고 맛있어요	매장 내부 취식 공간이 협소하여 포장 위주로만 이용해야 합니다.	https://blog.naver.com/journey_hk|https://blog.naver.com/tattarrattat/223680978579|https://blog.naver.com/suni1977/224088847836	본누벨베이커리|동네 빵집|본누벨베이커리가 거대한 빵 백화점 느낌이라면, 핸즈베이커리는 센트럴파크 산책길에 가볍게 들르기 좋은 귀여운 소규모 빵집	37.2082464	127.0612233
알곡점빵	경남 진주시 모덕로281번길 13	진주 중앙중학교 인근. 우리밀과 천연 발효종을 사용하여 건강한 식사빵을 만드는 로컬 베이커리	우리밀 사워도우, 바게트	첨가물 없이 물, 소금, 천연 발효종만 사용하여 소화가 잘 되고 담백한 맛의 식사빵	목/금/토 한정 운영되며 인기 빵 조기 소진됨	전국 스마트스토어 택배 주문 경쟁	false	우리밀로 만들어서 속이 정말 편안하고 씹을수록 고소해요|택배로 시켜서 냉동실에 쟁여두고 식사빵으로 먹기 최고입니다|사워도우 특유의 시큼한 풍미가 과하지 않고 담백합니다	일주일에 3일만 오프라인 매장을 열어서 직접 방문하여 구매하기 까다롭습니다.	https://blog.naver.com/wpdlqj0504/224104136960|https://blog.naver.com/heungmani2/224004119101|https://blog.naver.com/yabyab-9	우드앤브릭|사워도우 식사빵|우드앤브릭이 서울 도심에서 유럽 정통 사워도우를 대량 생산한다면, 알곡점빵은 진주 로컬에서 우리밀로 소량 생산하는 건강 빵집	35.1900922	128.1245885
쿠루미 과자점	부산 동래구 온천천로 71-1	블루리본을 다수 수상한 명륜역 인근 유명 빵집. 정갈한 일본풍의 디저트와 빵을 판매	쿠루미모찌, 빙수(여름)	팥과 호두가 듬뿍 들어간 쫄깃한 쿠루미모찌와 일본식 야끼소바빵 등 개성 있는 메뉴	주말 인기 메뉴(모찌, 야끼소바빵) 조기 마감	매장 혼잡 시 입구에서 인원 제한하여 순차 입장	false	쿠루미모찌의 쫄깃한 식감과 팥, 호두의 조화가 완벽합니다|여름에 파는 백빙수는 우유 얼음이 부드럽고 팥이 달지 않아 최고예요|명란바게트와 야끼소바빵 등 짭짤한 조리빵도 훌륭합니다	가게에 전용 주차장이 없어 인근 공영주차장을 찾아야 하는 점이 불편합니다.	https://blog.naver.com/lsjv12291/224288851006|https://blog.naver.com/seoro_season/224197175206|https://blog.naver.com/otshj	태극당|전통 모나카와 빵|태극당이 한국 옛날 방식의 모나카와 빵을 고수한다면, 쿠루미 과자점은 정갈하고 섬세한 일본풍의 빵과 과자를 제공함	35.212774	129.0804323
꼼다비뛰드	서울 강남구 강남대로110길 62	강남 신논현역 인근에 위치한 전설적인 빵지순례 명소. 뛰어난 퀄리티의 샌드위치와 구움과자 전문	그릴 샌드위치, 마들렌	주문 즉시 만들어주는 피망잼과 치즈 베이스의 그릴 샌드위치와 겉바속촉의 정석인 까눌레/마들렌	오픈 직후 빠른 속도로 샌드위치 및 구움과자 매진	강력한 오픈런 웨이팅 필수 (목~토 단기 영업)	false	그릴 샌드위치의 피망잼과 치즈 조합은 정말 한 번 먹으면 잊을 수 없는 맛입니다|까눌레와 피스타치오 마들렌의 식감과 풍미가 서울 최고 수준이에요|웨이팅이 전혀 아깝지 않은 완벽한 빵 맛입니다	영업일이 짧고 웨이팅이 너무 길어 직장인들은 평일에 구매하기가 사실상 불가능합니다.	https://blog.naver.com/thefruitfruit/223580041859|https://blog.naver.com/nam1991|https://blog.naver.com/rlaclv	소금집델리|샌드위치|소금집델리가 수제 가공육에 집중한 짭짤하고 터프한 샌드위치라면, 꼼다비뛰드는 섬세한 피망잼과 바삭한 바게트의 완벽한 밸런스를 보여주는 샌드위치	37.5033778	127.0295283
밀스	서울 성동구 뚝섬로4길 21	성수동의 힙한 분위기와 오픈 주방. 미쉐린 가이드 레스토랑 모수 출신 셰프가 운영하는 베이커리	수제 소시지 번, 사워도우	직접 만든 수제 소시지를 숯불에 구워 넣은 번과 산미 밸런스가 훌륭한 고퀄리티 사워도우	주말 오후 소시지 번 및 주요 사워도우 매진	주말 성수동 핫플로 오픈런 및 웨이팅 발생	true	숯불에 구운 수제 소시지의 육즙과 번의 쫄깃함이 미쳤습니다|사워도우 특유의 기분 좋은 산미와 고소함이 완벽하게 어우러져요|1층 오픈 주방에서 빵 만드는 과정을 보는 재미가 있습니다	성수동 특성상 주차 공간이 없고 테이블 간격이 좁아 다소 산만합니다.	https://blog.naver.com/soomtoyou/224294920256|https://blog.naver.com/tryhera/224177697881|https://blog.naver.com/djdy1616	어니언|성수동 핫플|어니언이 폐공장을 개조한 압도적인 공간감과 달콤한 페이스트리로 유명하다면, 밀스는 모수 출신 셰프의 고퀄리티 식사빵과 수제 소시지 번으로 승부함	37.5388416	127.0507944
타르틴베이커리 판교점	경기 성남시 분당구 동판교로177번길 25	판교 아브뉴프랑 1층. 층고가 높고 넓어 개방감이 좋으며 샌프란시스코 3대 빵집의 명성을 잇는 곳	컨트리 사워도우, 그릴치즈 샌드위치	천연 르뱅을 사용한 거대한 크기의 시그니처 사워도우와 화려한 페이스트리, 디저트류	유명 사워도우(컨트리)는 이른 오후 품절 잦음	점심시간 및 주말 피크 타임에 넓은 매장임에도 좌석 대기	true	컨트리 사워도우는 시큼하면서도 쫄깃해서 식사 대용으로 아주 훌륭합니다|샌드위치를 시키면 아메리카노를 주는 프로모션이 있어서 브런치로 제격이에요|매장이 넓고 쾌적해서 아이들과 함께 방문하기 편안합니다	사워도우 크기가 너무 커서 1인 가구가 한 번에 구매해서 먹기에는 양이 부담스럽습니다.	https://blog.naver.com/jj12396/224266261466|https://blog.naver.com/chooeye8/224306712204|https://blog.naver.com/bibongic	오월의종|하드빵|오월의종이 가성비 좋은 무화과 호밀빵 등 친숙한 식사빵의 대명사라면, 타르틴은 샌프란시스코 정통의 강렬한 산미를 지닌 프리미엄 컨트리 브레드	37.3969886	127.1136105
컨트리보이	서울 서초구 방배로27길 53	방배동 내방역 인근. 이국적인 간판과 아담한 진열장이 매력적인 동네 빵집	사워도우, 푸가스	겉바속촉의 정석을 보여주는 사워도우와 마늘, 올리브 등 부재료가 듬뿍 들어간 짭짤한 푸가스	아침부터 인기가 많아 점심시간 직후 인기 빵 완판	작은 매장 특성상 오픈 시간에 맞춰 짧은 대기줄 발생	false	여기 사워도우는 방배동 유명 브런치 카페에서도 쓸 만큼 맛이 보장되어 있어요|구운 마늘 푸가스가 식사 대용으로 짭짤하고 너무 맛있습니다|잠봉뵈르의 바게트가 찔기지 않고 바삭해서 먹기 편해요	매장이 1m 남짓한 진열장이 전부일 정도로 협소하여 빵을 고를 때 여유가 없습니다.	https://blog.naver.com/eterna01/224223626267|https://blog.naver.com/shim92-/224241793574|https://blog.naver.com/miki0522/224272504715	메종엠오|방배동 빵집|메종엠오가 방배동에서 프렌치 스타일의 정교한 마들렌과 구움과자를 선보인다면, 컨트리보이는 거친 식감의 사워도우와 푸가스로 승부하는 로컬 빵집	37.4888667	126.9894375
수더분	서울 마포구 백범로 152	공덕역 공덕파크자이 상가에 위치. 화려한 디저트보다는 기본에 충실한 건강 식사빵 전문 베이커리	치아바타, 사워도우	100% 우리밀과 천연발효종, 물, 소금만 사용하여 첨가물 없이 속이 편안하고 쫄깃한 식사빵	당일 생산 소진 시 조기 마감 (오전 방문 추천)	평일에도 점심시간 전후로 직장인 대기줄 발생	false	사워도우가 산미가 적당하고 담백해서 올리브유에 찍어 먹기만 해도 환상적입니다|치아바타 겉바속촉이 정말 제대로라 샌드위치 해먹기 제일 좋아요|우리밀 100%라 많이 먹어도 속이 더부룩하지 않습니다	테이크아웃 전용 매장이라 빵을 바로 앉아서 커피와 먹을 수 없는 점이 아쉽습니다.	https://blog.naver.com/momoping7/224237385043|https://blog.naver.com/kimsmile7/224235625957|https://blog.naver.com/momoping7	파네트|공덕 빵집|파네트가 몽블랑과 크루아상 등 버터 풍미 가득한 다양한 라인업을 자랑한다면, 수더분은 오직 우리밀과 발효종으로 승부하는 담백한 식사빵의 끝판왕	37.5454017	126.946748
프롬더스크래치	경기 성남시 수정구 위례순환로4길 40	분위기 정보 없음	소금빵	특징 정보 없음	정보 없음	정보 없음	True	소금빵과 뺑스위스 모두 맛있었습니다	부정적 리뷰 없음	https://m.blog.naver.com/sil_via_/223481853073|https://www.diningcode.com/profile.php?rid=0netFLZVxgz0|https://conyplace.com/프롬더스크래치-위례-지역의-인기-빵집/	일반 빵집|메뉴 구성|소금빵 등 특색있는 메뉴 제공	37.4697577	127.1485877
리얼브레드	경기 화성시 동탄원천로 354-11	화성 능동에 위치한 동네 주민들의 아담한 식사빵 전문 베이커리	초코바게트	화려한 기교보다는 기본에 충실한 소박하고 건강한 빵	인기 품목은 오후에 소진될 수 있음	대기 시간 거의 없음	false	기본에 충실해서 담백하게 먹기 좋아요|초코바게트가 달지 않고 식감이 괜찮습니다|동네에서 소소하게 사먹기 좋은 빵집이에요	대형 베이커리에 비해 메뉴 라인업이 고정적이고 신제품이 적습니다.	https://blog.naver.com/fallingslowly20/223490431848|https://blog.naver.com/bandal_life/223959001433|https://blog.naver.com/amoment2020	하얀풍차제과점|동네 빵집|하얀풍차제과점이 동탄에서 가장 화려하고 트렌디한 메뉴를 선보이는 대형 베이커리라면, 리얼브레드는 소박하게 기본을 지키는 로컬 빵집	37.2190064	127.0574878
비비비	부산 수영구 수영로582번길 21	광안리 광안역 인근에 위치한 아담한 타르트 및 구움과자 전문점	에그타르트, 피스타치오 크럼블 타르트	바삭한 타르트지와 묵직하고 꽉 찬 필링의 조화가 뛰어남	인기 타르트류 오후 일찍 매진	포장 전용으로 대기는 짧은 편	false	에그타르트 파이지가 정말 바삭하고 필링이 푸딩같아요|피스타치오 크럼블 타르트의 고소함이 미쳤습니다|광안리 갈 때마다 포장해오는 구움과자 맛집입니다	테이크아웃 전문점이라 매장 내에서 커피와 함께 먹을 수 없는 점이 아쉽습니다.	https://blog.naver.com/dohwajudon/223480394084|https://blog.naver.com/sleeping_zz_|https://blog.naver.com/subin7165	에그마카슈|에그타르트|에그마카슈가 홍대에서 마카오식 에그타르트의 기본기를 보여준다면, 비비비는 피스타치오 등 다채로운 재료를 응용한 프리미엄 타르트 전문점	35.1576065	129.1143409
부부제과	경기 성남시 분당구 매화로48번길 8-1	야탑동 골목에서 부부가 직접 운영하는 작고 아늑한 구움과자 전문점	까눌레, 르뱅쿠키	남편이 매일 직접 굽는 겉바속촉 까눌레와 아내가 디자인한 귀여운 캐릭터 패키징	오후 늦은 시간대 인기 까눌레 및 구움과자 완판	주말 오후 현장 대기 약간 있음	false	바닐라 까눌레 겉바속촉 식감이 분당 최고 수준입니다|르뱅쿠키가 재료를 아끼지 않아서 묵직하고 맛있어요|패키지가 너무 귀여워서 선물용으로 딱입니다	매장이 골목에 위치해 주차가 매우 어렵고 협소합니다.	https://blog.naver.com/koyangibuin|https://blog.naver.com/choi_gukhwa/224191304750|https://blog.naver.com/leahkim-	테일러커피|구움과자|테일러커피가 세련된 분위기의 카페와 어울리는 디저트를 제공한다면, 부부제과는 동네 골목에서 정성스럽게 구워내는 로컬 구움과자의 정석	37.4116324	127.1348401
밀곳	부산 중구 부평1길 49	부평깡통시장 내 핫핑크와 에메랄드 컬러의 독특한 외관으로 눈길을 끄는 빵지순례 명소	머쑥머쑥, 버무리	쑥, 팥, 인절미 크림이 조화를 이룬 쌀빵과 화려한 비주얼의 크림 버무리 빵	시장 관광객이 몰리는 주말 오후 주요 품목 소진	주말 관광객들로 인한 웨이팅 발생	false	머쑥머쑥 쌀빵의 쫄깃함과 인절미 크림의 고소함이 완벽해요|시장 구경하다가 핫핑크 외관에 홀려 샀는데 정말 맛있습니다|버무리는 비주얼도 독특하고 크림이 부드러워서 차갑게 먹으면 최고예요	시장 내에 위치해 있어 사람이 너무 많고 복잡하여 쾌적하게 빵을 고르기 힘듭니다.	https://blog.naver.com/ymi04/224238208708|https://blog.naver.com/eeveryhappyday|https://blog.naver.com/onlyher_sj/223855751991	아우어베이커리|화려한 빵|아우어베이커리가 도심 한복판의 트렌디하고 세련된 더티초코로 유명하다면, 밀곳은 전통 시장 한가운데서 시선을 사로잡는 화려한 쌀빵 맛집	35.1017493	129.0257602
외계인방앗간 본점	서울 강남구 논현로149길 19	인스타그램 감성의 아담한 외관. 밀가루를 배제하고 100% 국내산 순쌀로 빵을 만드는 쌀빵 전문점	순쌀식빵, 인절미빵	알러지 유발 성분을 표기하여 건강하고 소화가 잘되는 쫀득 담백한 식감의 쌀빵	주말 인기 쌀식빵 조기 소진 가능성	포장 위주라 대기열이 길지는 않음	false	밀가루 빵 먹으면 속이 더부룩한데 여기 쌀빵은 소화가 정말 잘 돼요|인절미빵의 쫄깃함과 고소함이 떡과 빵의 장점만 모아둔 것 같습니다|소금빵도 쌀로 만들어서 식감이 독특하고 맛있어요	쌀빵 특유의 포슬포슬함이나 약간 퍽퍽한 식감이 사람에 따라 호불호가 갈릴 수 있습니다.	https://blog.naver.com/asomes2/223684784067|https://blog.naver.com/wwjddms444|https://blog.naver.com/minse0on	태극당|전통 빵집|태극당이 옛날 방식의 클래식한 밀가루 빵을 고수한다면, 외계인방앗간은 밀가루 대신 쌀을 사용한 현대적이고 건강한 빵을 제시함	37.518154	127.0269169
폼드팡베이커리 신사점	서울 강남구 도산대로11길 11	가로수길 인근 접근성이 좋으며, 작지만 방부제/첨가제를 넣지 않는 알찬 빵집	소금빵, 몽블랑	다양한 종류의 빵과 화려한 타르트, 케이크 라인업을 갖춰 지나가다 들르기 좋은 곳	주말 오후 가로수길 유동인구로 인기 빵 매진 잦음	매장이 협소하여 손님이 몰릴 시 혼잡함	false	소금빵 버터 풍미가 좋고 겉바속촉 밸런스가 훌륭합니다|몽블랑이 겹겹이 부드럽고 결이 살아있어요|빵 종류가 워낙 다양해서 고르는 재미가 있습니다	매장 내부가 좁아서 손님이 몇 명만 들어와도 빵을 여유롭게 고르기 불편합니다.	https://blog.naver.com/7yena_/223694006580|https://blog.naver.com/hoojee1|https://blog.naver.com/mongtrip79/224189799441	카페 노티드|가로수길 디저트|노티드가 도넛이라는 단일 품목의 귀여운 브랜딩으로 승부한다면, 폼드팡은 다양한 종류의 클래식 빵과 타르트로 폭넓은 선택지를 제공함	37.5181941	127.0225055
타르틴베이커리 청담점	서울 강남구 선릉로 816	압구정로데오역 인근. 감각적이고 모던한 인테리어로 힙한 분위기의 샌프란시스코 유명 베이커리	사워도우 슬랩, 컨트리 브레드	천연 발효종을 사용해 강렬한 산미와 겉바속쫄 식감을 자랑하는 정통 사워도우 식사빵	주말 브런치 시간대 인기 사워도우 조기 소진	인기가 많아 브런치 피크 타임에 매장 만석 대기 발생	true	사워도우 슬랩의 바삭하고 쫄깃한 식감은 정말 샌프란시스코의 맛 그대로입니다|매장 분위기가 힙해서 브런치 먹으면서 사진 찍기 좋아요|식사빵이 훌륭해서 샌드위치로 해먹기 완벽합니다	사워도우 특유의 강한 산미가 한국적인 빵에 익숙한 사람에게는 매우 시큼하게 느껴질 수 있습니다.	https://blog.naver.com/mayocong|https://blog.naver.com/jeonghj7/223492800287|https://blog.naver.com/bellains2	오월의종|하드빵|오월의종이 무화과 호밀빵 등 대중적이고 친숙한 가격대의 하드빵이라면, 타르틴은 강렬한 산미를 지닌 프리미엄 샌프란시스코 정통 사워도우	37.5246258	127.0398484
헤이즈밀베이커리 본점	서울 강남구 압구정로14길 36	압구정 가로수길. 미슐랭 3스타 출신 파티셰가 36시간 저온 발효하여 빵을 굽는 사워도우 전문점	100% 통밀 사워도우, 아보카도 토스트	신맛이 강하지 않아 대중적인 사워도우와 다이어터들에게 사랑받는 건강한 오픈 토스트	건강빵 인기로 주요 통밀빵 오후 이른 시간 품절	브런치 시간대 2층 취식 공간 여유 확인 필요	true	통밀 사워도우인데도 신맛이 강하지 않고 씹을수록 구수해요|아보카도 오픈 토스트가 신선하고 브런치로 먹기 완벽합니다|피칸파이도 견과류가 가득해서 정말 고소합니다	크루아상 같은 페이스트리류는 밀도와 버터 풍미 측면에서 약간 아쉽다는 의견이 있습니다.	https://blog.naver.com/dreamingori/224291998130|https://blog.naver.com/wjddsmtjs|https://blog.naver.com/cy_0127/224273564180	밀도|식빵|밀도가 버터와 우유의 풍미를 극대화한 부드러운 생식빵의 대명사라면, 헤이즈밀은 저온 발효를 통한 구수하고 담백한 통밀 사워도우의 정석	37.5220135	127.0233791
퍼프베이커리	부산 부산진구 동천로 56	전포동 빵지순례 필수 코스. 통유리 외관에 초록색 프레임 포인트가 있는 깔끔한 베이커리	피스타치오 퀸아망, 크루아상	인공 제빵 개량제를 쓰지 않으며, 묵직하고 푸짐한 크기와 진한 피스타치오 필링이 돋보임	오후 늦은 시간 인기 피스타치오 계열 빵 전량 소진	주말 및 공휴일 오픈런 또는 현장 웨이팅 발생	false	피스타치오 크루아상 필링이 쏟아질 정도로 진하고 꽉 차 있습니다|퀸아망 겉이 빠작빠작하고 속은 버터 풍미로 촉촉해요|재료를 아끼지 않은 크기라 가성비가 훌륭하게 느껴집니다	페이스트리류가 대체로 달고 버터리해서 여러 개를 한 번에 먹으면 다소 느끼할 수 있습니다.	https://blog.naver.com/fur_elise_/224212438666|https://blog.naver.com/ordinarydayinmylife/224237539966|https://blog.naver.com/xkdkddl77/224266918364	아우어베이커리|페이스트리|아우어베이커리가 초콜릿 중심의 더티초코와 빨미까레에 강점이라면, 퍼프베이커리는 진한 피스타치오 필링을 활용한 압도적 크기의 퀸아망과 크루아상	35.1535839	129.062515
바게틴	서울 서초구 방배로 58	방배동 파리 감성의 작은 빵집. 프랑스 셰프가 르방을 기반으로 운영하는 하드 계열 빵 전문점	바게트, 캄파뉴	겉은 바삭하고 속은 쫄깃한(겉바속쫄) 현지의 맛을 구현한 다양한 라인업의 바게트	소량 생산으로 빵 나오는 시간에 맞춰가지 않으면 조기 소진	오픈 시간대 포장 손님 대기 발생	true	여기 바게트는 프랑스 현지에서 먹던 그 바삭하고 고소한 맛 그대로입니다|올리브 바게트와 할라피뇨 바게트 등 다양한 베리에이션이 훌륭해요|르방을 써서 그런지 씹을수록 풍미가 깊습니다	포장 비중이 높고 매장 내 좌석이 매우 적어 취식하기가 불편합니다.	https://blog.naver.com/mingcci/224300728834|https://blog.naver.com/lovemy_b/224282960169|https://blog.naver.com/poohzia	폴앤폴리나|바게트|폴앤폴리나가 극강의 부드러움과 쫄깃함을 지닌 한국식 치아바타와 하드빵이라면, 바게틴은 거칠고 바삭한 프랑스 정통 바게트 본연의 식감	37.4799718	126.9989877
자연도소금빵in 도산	서울 강남구 도산대로49길 41	압구정 로데오의 테이크아웃 전용 매장. 오직 하루 6번 갓 구워내는 소금빵 단일 메뉴만 판매	소금빵 (4개 세트)	최상급 버터와 소금을 사용하여 버터 동굴이 살아있는 궁극의 겉바속촉 소금빵	저녁 시간대 조기 마감 가능성 높음	키오스크 결제 후 픽업을 위한 긴 대기열 상시 발생	false	갓 나온 소금빵을 한 입 먹으면 버터 풍미가 입안에 폭발합니다|겉바속촉의 대명사답게 바삭함과 부드러움의 밸런스가 미쳤어요|메뉴가 소금빵 하나뿐인데도 항상 줄 서는 이유가 있습니다	무조건 4개 세트로만 판매하여 1~2개만 가볍게 맛보고 싶은 1인 가구에게는 부담스럽습니다.	https://blog.naver.com/mfp112/224303093130|https://blog.naver.com/jy7369|https://blog.naver.com/vicky8888	이성당|단일 메뉴의 위력|이성당이 단팥빵과 야채빵이라는 클래식한 두 메뉴로 전국구 명성이 되었다면, 자연도는 오직 소금빵 단일 메뉴 하나로 도산대로를 평정함	37.5257505	127.0369258
디저트시네마	부산 연제구 쌍미천로 32-1	연산동의 앤티크하고 빈티지한 우드 스타일 베이커리. 친근한 동네 빵집 같은 따뜻한 분위기	뺑오쇼콜라, 크로와상	겹겹이 찢어지는 결이 살아있는 섬세한 페이스트리 기반의 디저트 전문	재료 소진이 빨라 주말 오후 조기 마감 빈번함	인기가 매우 많아 주말에는 1시간 이상의 긴 웨이팅 필수	true	뺑오쇼콜라의 결이 정말 훌륭하고 초콜릿이 고급스러워요|크로와상 겉면의 바삭함이 부산 최고 수준입니다|매장의 빈티지한 인테리어 덕분에 빵 맛이 더 좋게 느껴집니다	웨이팅이 너무 길어서 큰 마음 먹고 방문해야 하며, 오픈런을 하지 않으면 원하는 빵을 사기 어렵습니다.	https://blog.naver.com/rlaguswn346|https://blog.naver.com/momentt_/223559300959|https://blog.naver.com/ming0515_	레이어드|스콘과 페이스트리|레이어드가 영국식 앤티크 분위기에 묵직한 스콘 중심이라면, 디저트시네마는 빈티지 감성에 섬세하고 바삭한 결이 살아있는 페이스트리 중심	35.1762729	129.0904953
서희와제과	부산 수영구 광남로 89	광안리 해변가 인근에 위치한 서면 '희와제과'의 2호점. 희와제과의 묵직함을 그대로 옮겨옴	명란감자소금빵, 팥빵	속재료를 꽉 채워 빵 무게가 묵직하며, 명란과 감자가 어우러진 짭짤한 조리빵이 일품	주말 및 특정 시간대 인기 조리빵 조기 완판	본점 대비 덜 붐비나 주말 광안리 관광객 웨이팅 있음	false	명란감자소금빵은 감자와 마요네즈 소스의 조화가 정말 환상적입니다|팥빵이 무거울 정도로 속재료가 실하게 꽉 차 있어요|본점인 희와제과보다 상대적으로 웨이팅이 적어서 빵 사기가 수월합니다	전용 주차장이 없어 복잡한 광안리에서 공영주차장을 찾아야 하는 점이 불편합니다.	https://blog.naver.com/redpine_k|https://blog.naver.com/pcj1245/224295238403|https://blog.naver.com/yozz-/224302098235	희와제과|속재료 가득한 빵|서면 본점 희와제과가 극악의 웨이팅을 자랑하는 원조 맘모스와 팥빵 맛집이라면, 광안리 서희와제과는 명란감자소금빵 등 조리빵에 강점이 있는 쾌적한 2호점	35.1501572	129.114149
